#boots	id	seq	opened_by	opened_at	opened_offset	bytes	closed_at
boot	542	542	power	1786905439697	5024887	0	1786905441440
boot	543	543	session	1786905441440	5024889	2743	1786905495560
boot	544	544	session	1786905495560	5027652	17355	1786905553677
boot	545	545	session	1786905553677	5045118	0	1786905567256
boot	546	546	power	1786905567256	5027650	0	1786905579210
boot	547	547	power	1786905579210	5045118	19801	1786905816536
#lines	id	boot_id	ts_wall	stream_offset	terminator	text
line	107127	544	1786905525340	5036817	crlf	SoftSKUDxeInitialize: SoftSKU not supported for this chip
line	107128	544	1786905525340	5036876	crlf	Error: Image at 000597C4000 start failed: Unsupported
line	107129	544	1786905525340	5036931	crlf	 - 0x0597C4000 [ 1830] MinidumpTADxe.efi
line	107130	544	1786905525380	5036975	crlf	smem_get_addr: SMEM get addr failed! smem_type=628MinidumpTADxe: Minidump TA loading not enabled.
line	107131	544	1786905525380	5037074	crlf	Error: Image at 000597C4000 start failed: Load Error
line	107132	544	1786905525380	5037128	crlf	 - 0x059703000 [ 1834] QcomChargerDxeLA.efi
line	107133	544	1786905525380	5037173	crlf	Error: Image at 00059703000 start failed: Access Denied
line	107134	544	1786905525380	5037230	crlf	 - 0x0597C5000 [ 1844] UsbInitDxe.efi
line	107135	544	1786905525380	5037269	crlf	 - 0x059504000 [ 1846] CryptoDxe.efi
line	107136	544	1786905525380	5037307	crlf	 - 0x0597A8000 [ 1848] ParserDxe.efi
line	107137	544	1786905525380	5037345	crlf	 - 0x0597A1000 [ 1848] SerialPortDxe.efi
line	107138	544	1786905525380	5037387	crlf	 - 0x059447000 [ 1850] Pkcs7VerifyDxe.efi
line	107139	544	1786905525380	5037430	crlf	BDS Entry      [ 1851] 
line	107140	544	1786905525380	5037455	crlf	Disp init wait [ 1851] 
line	107141	544	1786905525421	5037482	crlf	EnvDxe locate display utils protocol failed with status: Not Found
line	107142	544	1786905525421	5037550	crlf	-----------------------------
line	107143	544	1786905525421	5037581	crlf	Platform Init  [ 1872] BDS
line	107144	544	1786905525421	5037609	crlf	Boot Cycle : 1
line	107145	544	1786905525421	5037625	crlf	Run  Cycle : 1
line	107146	544	1786905525421	5037641	crlf	UEFI Ver   : 6.0.260212.BOOT.MXF.1.0.c1-00460-KODIAKLA-1
line	107147	544	1786905525421	5037699	crlf	Platform           : IOT
line	107148	544	1786905525421	5037725	crlf	Subtype            : 1
line	107149	544	1786905525421	5037749	crlf	Boot Device        : eMMC
line	107150	544	1786905525421	5037776	crlf	Chip Name          : QRB_AGATTI
line	107151	544	1786905525421	5037809	crlf	Chip Ver           : 1.0
line	107152	544	1786905525421	5037835	crlf	Chip Serial Number : 0xE1F9B69A
line	107153	544	1786905525421	5037868	crlf	Boot Core  : 1612 MHz
line	107154	544	1786905525421	5037891	crlf	rpmb_read_counter_pkt: Bad Result field = 0x7 
line	107155	544	1786905525421	5037939	crlf	SDCC driver returns error that can not be decoded.
line	107156	544	1786905525462	5037993	crlf	RPMB ReadCounterPkt failed, Result = 6
line	107157	544	1786905525462	5038033	crlf	RPMB is not provisioned, UEFI Variables will be stored as Volatile. 
line	107158	544	1786905525462	5038103	crlf	-----------------------------
line	107159	544	1786905525462	5038134	crlf	Failed to launch default charger app, status: Load Error
line	107160	544	1786905525462	5038192	crlf	MountRequiredFatPartitions: OsTrialBootStatus read failed, status = 0xE
line	107161	544	1786905525462	5038265	crlf	EFI GUID based mount Success, GUID = C12A7328-F81F-11D2-BA4B-00A0C93EC93B Status = Success
line	107162	544	1786905525462	5038357	crlf	TransitionNhlosFromPostUpdateToBoot: Starting NHLOS state transition validation
line	107163	544	1786905525462	5038438	crlf	TransitionNhlosFromPostUpdateToBoot: Failed to read OsTrialBootStatus. Status 0xE
line	107164	544	1786905525462	5038521	crlf	ClearCapsuleNV: GetVariable Returned Status - Not Found
line	107165	544	1786905525462	5038578	crlf	EFI partition block size: 512
line	107166	544	1786905525462	5038609	crlf	Capsule raw file not found in EFI partition. Trying to create one to reserve space for future updates
line	107167	544	1786905525462	5038712	crlf	Successfully created file capsule raw file 'Persisted_Capsules.bin'.
line	107168	544	1786905525462	5038782	crlf	Size of file capsule raw file: 0x6400000 bytes.
line	107169	544	1786905525462	5038831	crlf	Used space in EFI Raw file: 0x248 bytes (0%)
line	107170	544	1786905525462	5038877	crlf	No pending capsules found in EFI Raw file
line	107171	544	1786905525462	5038920	crlf	Starting to flush any pending persisted capsules from media
line	107172	544	1786905525502	5038983	crlf	Looking for 'BootNext' variable to look for EFI partition with mass-storage capsules
line	107173	544	1786905525541	5039071	crlf	No 'BootNext' variable found to look for EFI partition with mass-storage capsules
line	107174	544	1786905525541	5039154	crlf	Looking for 'BootOrder' variable to find EFI partition with mass-storage capsules
line	107175	544	1786905525541	5039237	crlf	Could not find 'BootOrder' variable to find EFI partition with mass-storage capsules!
line	107176	544	1786905525541	5039324	crlf	Looking for local EFI partition variable to find EFI partition with mass-storage capsules
line	107177	544	1786905525579	5039417	crlf	GetPartitionHandlesForMassStorageCapsules: LocateHandleBuffer for  C12A7328-F81F-11D2-BA4B-00A0C93EC93B
line	107178	544	1786905525579	5039522	crlf	Found 1 EFI partitions in local device
line	107179	544	1786905525579	5039562	crlf	GetMassStorageCapsuleCount returned - Not Found!
line	107180	544	1786905525579	5039612	crlf	GetPersistedCapsuleCount returned - Not Found
line	107181	544	1786905525579	5039659	crlf	InitCapsulePtrFromPersistedMedia returned - Not Found!
line	107182	544	1786905525579	5039715	crlf	InitCapsulePtr returned - Not Found.
line	107183	544	1786905525579	5039753	crlf	Starting to flush any pending persisted capsules from media
line	107184	544	1786905525579	5039814	crlf	LocateProtocol(DPP) returned Status:Not Found
line	107185	544	1786905525579	5039861	crlf	Locate pMorPpiProtocol failed 0xE 00000010
line	107186	544	1786905525579	5039905	crlf	Platform Init End : 2922
line	107187	544	1786905525579	5039931	crlf	-----------------------------
line	107188	544	1786905525619	5039964	crlf	Write Log Buffer to FAT partition failed, Status = (Unsupported)
line	107189	544	1786905525619	5040030	crlf	[QcomBds] BootOrder not found
line	107190	544	1786905525657	5040063	crlf	[QcomBds] Trying booting from boot media enumeration
line	107191	544	1786905525657	5040117	crlf	[QcomBds] Enumerating non-removable boot options
line	107192	544	1786905525657	5040167	crlf	[QcomBds] Adding new boot/driver option Boot0000, Description: Non-removable Media
line	107193	544	1786905525657	5040251	crlf	Booting option 0:(Boot0000) "Non-removable Media"
line	107194	544	1786905525657	5040302	crlf	ClearCapsuleNV: GetVariable Returned Status - Not Found
line	107195	544	1786905525657	5040359	crlf	FmpDeviceLock: smc:update rollback version succeeded, status: Success, pSysCallRsp->status: 1
line	107196	544	1786905525696	5040456	crlf	ESRT DXE: Failed to get AwaitingCapsuleAcceptanceByOs, Status = 0xE
line	107197	544	1786905525696	5040525	crlf	DtPlatformLoadDtbBlob qclinux_fit.img Loading Failed status=0xE
line	107198	544	1786905525696	5040590	crlf	DtPlatformLoadDtbBlob Loading Legacy MultiDtb
line	107199	544	1786905525696	5040637	crlf	LoadDtbOnReadyToBoot: no DT/ACPI preference found, defaulting to DT
line	107200	544	1786905525696	5040706	crlf	OS DTB found. Model = Arduino UnoQ
line	107201	544	1786905525696	5040742	crlf	DT Fixup Event triggered
line	107202	544	1786905525696	5040768	crlf	FDT configuration table installed successfully
line	107203	544	1786905525696	5040816	crlf	Reading of OsConfigTableSelection failed,checking DT settings
line	107204	544	1786905525696	5040879	crlf	 Bad main_symbols in ufdt_overlay_do_fixups
line	107205	544	1786905525696	5040924	crlf	Failed to apply devie tree
line	107206	544	1786905525696	5040952	crlf	HypDtFixupEventNotifyFunc: Dtb apply overlay skipped
line	107207	544	1786905525736	5041008	crlf	Added qcom,platform-parts-info successfully in BoardInfoDxe
line	107208	544	1786905525736	5041069	crlf	Failed to get SKU information. Unsupported
line	107209	544	1786905525736	5041113	crlf	UEFI Total : 1941 ms
line	107210	544	1786905525736	5041135	crlf	POST Time      [ 2971] OS Loader
line	107211	544	1786905525736	5041169	crlf	ConvertPages: failed to find range 140000000 - 140195FFF
line	107212	544	1786905525736	5041227	crlf	 - 0x05911D000 [ 2986] 
line	107213	544	1786905525736	5041252	crlf	
line	107214	544	1786905525736	5041254	crlf	SIROCCO UNOQ UEFI HANDOFF PASS
line	107215	544	1786905525736	5041286	crlf	Start EBS        [ 2995] 
line	107216	544	1786905525736	5041313	crlf	BDS: LogFs sync skipped, Unsupported
line	107217	544	1786905525736	5041351	crlf	Successfully synced all UEFI tables
line	107218	544	1786905525736	5041388	crlf	Sync Duration = 1 ms
line	107219	544	1786905525736	5041410	crlf	Warning: Clearing A-bit !
line	107220	544	1786905525736	5041437	crlf	App Log Flush : 612 ms
line	107221	544	1786905525736	5041461	crlf	Gunyah based bootup
line	107222	544	1786905525776	5041484	crlf	Exit EBS        [ 3622] UEFI End
line	107223	544	1786905525776	5041518	crlf	SIROCCO UNOQ GENI POST-EXIT PASS
line	107224	544	1786905525776	5041552	crlf	SIROCCO UEFI DRAM base=0x0000000040000000 end=0x00000000c0000000 span=0x0000000080000000
line	107225	544	1786905525776	5041642	lf	Sirocco version 0.1.0-sirocco-unoq-mcu-uart-bounded (mojo 1.1.0.dev2026081405) #1 SMP PREEMPT aarch64 build=ef85c6f971eb7034
line	107226	544	1786905525776	5041767	lf	CONFIG digest=b658e677bcc0aaa2
line	107227	544	1786905525776	5041798	lf	BUILD fp=ef85c6f971eb7034
line	107228	544	1786905525776	5041824	lf	SIROCCO M0 aarch64 uncommitted
line	107229	544	1786905525776	5041855	lf	ABI v=0x6a85a001ef52db6f mode=modular
line	107230	544	1786905526967	5041894	lf	[    4.867237] <6> cpu0 led: USER1 green blink PASS gpio=42 acti
line	107231	544	1786905526967	5041959	lf	[    4.873722] <6> cpu0 device init complete
line	107232	544	1786905526967	5042004	lf	KTEST harness.assert_abort PASS
line	107233	544	1786905526967	5042036	lf	KTEST harness.assume_skip SKIP unavailable
line	107234	544	1786905526967	5042079	lf	KTEST harness.expect_continue PASS recorded=2
line	107235	544	1786905526967	5042125	lf	KTEST m2_timer.1000 PASS
line	107236	544	1786905526967	5042150	lf	THREADS ABCABCABC PASS
line	107237	544	1786905526967	5042173	lf	KTEST m3_preempt PASS a=23360 b=22931
line	107238	544	1786905527006	5042212	lf	KTEST sched.oracle PASS
line	107239	544	1786905527006	5042236	lf	KTEST semaphore.oracle PASS
line	107240	544	1786905527006	5042264	lf	KTEST mutex.oracle PASS
line	107241	544	1786905527006	5042288	lf	KTEST condvar.oracle PASS
line	107242	544	1786905527006	5042314	lf	KTEST events.oracle PASS
line	107243	544	1786905527006	5042339	lf	KTEST fifo.oracle PASS
line	107244	544	1786905527006	5042362	lf	KTEST lifo.oracle PASS
line	107245	544	1786905527044	5042386	lf	KTEST queue.oracle PASS
line	107246	544	1786905527044	5042410	lf	KTEST sleep.oracle PASS
line	107247	544	1786905527044	5042434	lf	KTEST early_sleep.oracle PASS
line	107248	544	1786905527044	5042464	lf	KTEST timeout.oracle PASS
line	107249	544	1786905527044	5042490	lf	KTEST timer_part.oracle PASS
line	107250	544	1786905527044	5042519	lf	KTEST threads_part.oracle PASS
line	107251	544	1786905527044	5042550	lf	KTEST spinlock.oracle PASS
line	107252	544	1786905527044	5042577	lf	EVT 1 sched_priority begin object
line	107253	544	1786905527044	5042611	lf	EVT 2 sched_priority observed object
line	107254	544	1786905527044	5042648	lf	EVT 3 sched_fifo begin object
line	107255	544	1786905527044	5042678	lf	EVT 4 sched_fifo observed object
line	107256	544	1786905527044	5042711	lf	EVT 5 yield_rotation begin object
line	107257	544	1786905527044	5042745	lf	EVT 6 yield_rotation observed object
line	107258	544	1786905527044	5042782	lf	EVT 7 sem_priority begin object
line	107259	544	1786905527044	5042814	lf	EVT 8 sem_priority observed object
line	107260	544	1786905527044	5042849	lf	EVT 9 sem_fifo begin object
line	107261	544	1786905527088	5042878	lf	EVT 10 sem_fifo observed object
line	107262	544	1786905527088	5042910	lf	EVT 11 mutex_pi begin object
line	107263	544	1786905527126	5042940	lf	EVT 12 mutex_pi observed object
line	107264	544	1786905527126	5042972	lf	EVT 13 event_any_safe begin object
line	107265	544	1786905527126	5043007	lf	EVT 14 event_any_safe observed object
line	107266	544	1786905527126	5043045	lf	EVT 15 event_all_safe begin object
line	107267	544	1786905527126	5043080	lf	EVT 16 event_all_safe observed object
line	107268	544	1786905527126	5043118	lf	EVT 17 timeout_order begin object
line	107269	544	1786905527126	5043152	lf	EVT 18 timeout_order observed object
line	107270	544	1786905527126	5043189	lf	EVT 19 queue_order begin object
line	107271	544	1786905527126	5043221	lf	EVT 20 queue_order observed object
line	107272	544	1786905527126	5043256	lf	EVT 21 msgq_fifo begin object
line	107273	544	1786905527126	5043286	lf	EVT 22 msgq_fifo observed object
line	107274	544	1786905527126	5043319	lf	EVT 23 msgq_full begin object
line	107275	544	1786905527126	5043349	lf	EVT 24 msgq_full observed object
line	107276	544	1786905527166	5043383	lf	EVT 25 msgq_purge begin object
line	107277	544	1786905527166	5043414	lf	EVT 26 msgq_purge observed object
line	107278	544	1786905527166	5043448	lf	EVT 27 stack_lifo begin object
line	107279	544	1786905527166	5043479	lf	EVT 28 stack_lifo observed object
line	107280	544	1786905527166	5043513	lf	EVT 29 stack_empty begin object
line	107281	544	1786905527166	5043545	lf	EVT 30 stack_empty observed object
line	107282	544	1786905527166	5043580	lf	EVT 31 slab_exhaust begin object
line	107283	544	1786905527166	5043613	lf	EVT 32 slab_exhaust observed object
line	107284	544	1786905527166	5043649	lf	EVT 33 slab_reuse begin object
line	107285	544	1786905527166	5043680	lf	EVT 34 slab_reuse observed object
line	107286	544	1786905527166	5043714	lf	EVT 35 heap_alloc_free begin object
line	107287	544	1786905527166	5043750	lf	EVT 36 heap_alloc_free observed object
line	107288	544	1786905527166	5043789	lf	EVT 37 poll_signal begin object
line	107289	544	1786905527166	5043821	lf	EVT 38 poll_signal observed object
line	107290	544	1786905527207	5043857	lf	EVT 39 timer_expiry begin object
line	107291	544	1786905527207	5043890	lf	EVT 40 timer_expiry observed object
line	107292	544	1786905527245	5043927	lf	EVT 41 timer_status begin object
line	107293	544	1786905527245	5043960	lf	EVT 42 timer_status observed object
line	107294	544	1786905527245	5043996	lf	EVT 43 timer_stop begin object
line	107295	544	1786905527245	5044027	lf	EVT 44 timer_stop observed object
line	107296	544	1786905527245	5044061	lf	EVT 45 work_submit begin object
line	107297	544	1786905527245	5044093	lf	EVT 46 work_submit observed object
line	107298	544	1786905527245	5044128	lf	EVT 47 work_flush begin object
line	107299	544	1786905527245	5044159	lf	EVT 48 work_flush observed object
line	107300	544	1786905527245	5044193	lf	EVT 49 delayable_cancel begin object
line	107301	544	1786905527245	5044230	lf	EVT 50 delayable_cancel observed object
line	107302	544	1786905527245	5044270	lf	EVT 51 sem_limit begin object
line	107303	544	1786905527245	5044300	lf	EVT 52 sem_limit observed object
line	107304	544	1786905527245	5044333	lf	EVT 53 sem_reset begin object
line	107305	544	1786905527285	5044364	lf	EVT 54 sem_reset observed object
line	107306	544	1786905527285	5044397	lf	EVT 55 event_clear begin object
line	107307	544	1786905527285	5044429	lf	EVT 56 event_clear observed object
line	107308	544	1786905527285	5044464	lf	EVT 57 queue_remove begin object
line	107309	544	1786905527285	5044497	lf	EVT 58 queue_remove observed object
line	107310	544	1786905527285	5044533	lf	EVT 59 uptime_monotonic begin object
line	107311	544	1786905527285	5044570	lf	EVT 60 uptime_monotonic observed object
line	107312	544	1786905527285	5044610	lf	KTEST device.oracle PASS
line	107313	544	1786905527285	5044635	lf	KTEST context.oracle PASS
line	107314	544	1786905527285	5044661	lf	KTEST workq.oracle PASS
line	107315	544	1786905527285	5044685	lf	KTEST msgq.oracle PASS
line	107316	544	1786905527285	5044708	lf	KTEST stack.oracle PASS
line	107317	544	1786905527285	5044732	lf	KTEST mem_slab.oracle PASS
line	107318	544	1786905527285	5044759	lf	KTEST pipe.oracle PASS
line	107319	544	1786905527285	5044782	lf	KTEST mem_heap.oracle PASS
line	107320	544	1786905527285	5044809	lf	KTEST poll.oracle PASS
line	107321	544	1786905527285	5044832	lf	KTEST timer.oracle PASS
line	107322	544	1786905527326	5044857	lf	KTEST mbox.oracle PASS
line	107323	544	1786905527326	5044880	lf	KTEST obj_core.oracle PASS
line	107324	544	1786905527326	5044907	lf	KTEST pending.oracle PASS
line	107325	544	1786905527326	5044933	lf	KTEST profiling.oracle PASS
line	107326	544	1786905527326	5044961	lf	KTEST sys_timer.oracle PASS
line	107327	544	1786905527326	5044989	lf	KTEST tickless.oracle PASS
line	107328	544	1786905527326	5045016	lf	KTEST threads.oracle PASS
line	107329	544	1786905527326	5045042	lf	KTEST cleanup.oracle PASS
line	107330	544	1786905527326	5045068	lf	KTEST fatal.oracle PASS
line	107331	544	1786905527326	5045092	lf	KTEST common.oracle PASS
line	107332	547	1786905567956	5045118	crlf	-       697 - bl_hasè^BM¦MNK±l_elf_loadable_segment_loading_timestamp
line	107333	547	1786905567956	5045190	crlf	D -      4041 - bl_elf_segs_hash_verify_timestamp
line	107334	547	1786905567956	5045241	crlf	D -     17445 - bl_sec_hash_seg_auth_timestamp
line	107335	547	1786905567956	5045289	crlf	D -       848 - bl_sec_segs_hash_verify_timestamp
line	107336	547	1786905567956	5045340	crlf	D -        32 - pbl_populate_shared_data_and_exit_timestamp
line	107337	547	1786905567956	5045401	crlf	S -    120865 - PBL, End
line	107338	547	1786905567956	5045427	crlf	B -    135105 - SBL1, Start (MPM timestamp = 140025)
line	107339	547	1786905567956	5045481	crlf	B -    248322 - SBL1 BUILD @ 23:11:42 on Apr  2 2026
line	107340	547	1786905567956	5045535	crlf	B -    253653 - usb: hs_phy_nondrive_start
line	107341	547	1786905567956	5045579	crlf	B -    258017 - usb: hs_phy_nondrive_finish
line	107342	547	1786905567996	5045626	crlf	D -      8529 - sbl1_hw_init
line	107343	547	1786905567996	5045656	crlf	D -        15 - boot_flash_init
line	107344	547	1786905568034	5045691	crlf	B -    291720 - SHRM Image Loaded, Start
line	107345	547	1786905568034	5045733	crlf	D -        37 - SHRM Image Loaded, Delta - (0 Bytes)
line	107346	547	1786905568034	5045787	crlf	B -    298098 - Using boot chain :: Primary
line	107347	547	1786905568034	5045832	crlf	D -      4694 - sbl1_update_partition_ids
line	107348	547	1786905568034	5045875	crlf	D -      1213 - Auth Metadata
line	107349	547	1786905568034	5045906	crlf	D -      7886 - sbl1_xblconfig_init
line	107350	547	1786905568034	5045943	crlf	D -       440 - sbl1_feature_config_init
line	107351	547	1786905568034	5045985	crlf	D -         2 - boot_config_data_table_default_init
line	107352	547	1786905568073	5046040	crlf	D -        17 - sbl1_ddr_set_default_params
line	107353	547	1786905568073	5046085	crlf	D -      4135 - boot_config_data_table_init
line	107354	547	1786905568119	5046132	crlf	B -    327612 - CDT Version:3,Platform ID:32,Major ID:1,Minor ID:0,Subtype:1
line	107355	547	1786905568119	5046210	crlf	D -      9481 - sbl1_hw_platform_pre_ddr
line	107356	547	1786905568119	5046252	crlf	D -      5128 - devcfg init
line	107357	547	1786905568157	5046283	crlf	B -    405514 - PM: PSI: b0x00_v0x14
line	107358	547	1786905568195	5046323	crlf	B -    409055 - PM: Device Init # SPMI Transn: 4094
line	107359	547	1786905568195	5046376	crlf	B -    412260 - PM: Driver Init # SPMI Transn: 237
line	107360	547	1786905568195	5046428	crlf	B -    413725 - PM: CHG Init # SPMI Transn: 4335
line	107361	547	1786905568195	5046478	crlf	D -     74756 - pmic XBL init
line	107362	547	1786905568195	5046509	crlf	D -     10398 - vsense_railway_cpr init
line	107363	547	1786905568195	5046550	crlf	D -     94834 - sbl1_hw_pre_ddr_init
line	107364	547	1786905568195	5046588	crlf	D -         3 - boot_dload_handle_forced_dload_timeout
line	107365	547	1786905568195	5046644	crlf	D -      2729 - sbl1_load_ddr_training_data
line	107366	547	1786905568195	5046689	crlf	D -      4975 - sbl1_ddr_set_params
line	107367	547	1786905568195	5046726	crlf	B -    451968 - DSF version = 20.0, DSF RPM version = 11.0
line	107368	547	1786905568234	5046788	crlf	B -    452005 - Manufacturer ID = 255, Device Type = 7
line	107369	547	1786905568234	5046844	crlf	B -    457226 - Rank 0 size = 2048 MB, Rank 1 size = 0 MB
line	107370	547	1786905568234	5046903	crlf	B -    462099 - Max Frequency = 1804 MHz
line	107371	547	1786905568234	5046945	crlf	B -    467237 - Row Hammer Check : DRAM supports unlimited MAC Value : MR24[OP2:0 = 0] & MR24[OP3 = 1] for CH0 & CS0
line	107372	547	1786905568234	5047063	crlf	D -     27918 - sbl1_ddr_init
line	107373	547	1786905568234	5047094	crlf	B -    481148 - do_ddr_training, Start
line	107374	547	1786905568234	5047134	crlf	B -    487478 - Bootup frequency set to 1804800
line	107375	547	1786905568234	5047183	crlf	D -      3678 - do_ddr_training, Delta
line	107376	547	1786905568234	5047223	crlf	D -     10629 - sbl1_do_ddr_training
line	107377	547	1786905568273	5047263	crlf	D -         2 - sbl1_hand_control_to_devprog_ddr_or_ddi
line	107378	547	1786905568273	5047320	crlf	B -    498574 - Pimem init cmd, entry
line	107379	547	1786905568273	5047359	crlf	D -      8551 - Pimem init cmd, exit
line	107380	547	1786905568273	5047397	crlf	D -     14240 - sbl1_post_ddr_init
line	107381	547	1786905568273	5047433	crlf	D -       271 - sbl1_hw_init_secondary
line	107382	547	1786905568273	5047473	crlf	B -    520983 - APDP Image Loaded, Start
line	107383	547	1786905568273	5047515	crlf	D -      1057 - APDP Image Loaded, Delta - (0 Bytes)
line	107384	547	1786905568273	5047569	crlf	D -         3 - boot_dload_dump_security_regions
line	107385	547	1786905568273	5047619	crlf	D -        14 - boot_dload_check
line	107386	547	1786905568273	5047653	crlf	D -         2 - boot_cache_set_memory_barrier
line	107387	547	1786905568273	5047700	crlf	D -         2 - boot_smem_debug_init
line	107388	547	1786905568313	5047740	crlf	D -       264 - boot_smem_init
line	107389	547	1786905568350	5047774	crlf	D -         3 - boot_smem_alloc_for_minidump
line	107390	547	1786905568350	5047820	crlf	D -        47 - boot_smem_store_pon_status
line	107391	547	1786905568350	5047864	crlf	D -        11 - sbl1_hw_platform_smem
line	107392	547	1786905568350	5047903	crlf	D -       106 - boot_clock_init_rpm
line	107393	547	1786905568350	5047940	crlf	D -         2 - boot_vsense_copy_to_smem
line	107394	547	1786905568350	5047982	crlf	D -         1 - boot_share_flash_data
line	107395	547	1786905568350	5048021	crlf	D -         7 - boot_populate_ram_partition_table
line	107396	547	1786905568350	5048072	crlf	D -         7 - boot_populate_ddr_details_shared_table
line	107397	547	1786905568350	5048128	crlf	D -         4 - sbl1_tlmm_init
line	107398	547	1786905568350	5048160	crlf	D -         2 - sbl1_efs_handle_cookies
line	107399	547	1786905568350	5048201	crlf	D -         1 - boot_apt_test
line	107400	547	1786905568350	5048232	crlf	B -    587455 - OEM_MISC Image Loaded, Start
line	107401	547	1786905568390	5048280	crlf	D -       660 - Auth Metadata
line	107402	547	1786905568390	5048311	crlf	D -       245 - Segments hash check
line	107403	547	1786905568390	5048348	crlf	D -      7148 - OEM_MISC Image Loaded, Delta - (7480 Bytes)
line	107404	547	1786905568390	5048409	crlf	B -    600262 - QTI_MISC Image Loaded, Start
line	107405	547	1786905568390	5048455	crlf	D -      2871 - QTI_MISC Image Loaded, Delta - (0 Bytes)
line	107406	547	1786905568390	5048513	crlf	B -    609191 - PM: PM Total Mem Allocated: 1249 
line	107407	547	1786905568390	5048564	crlf	D -      5045 - sbl1_pm_aop_pre_init_wrapper
line	107408	547	1786905568390	5048610	crlf	B -    616623 - RPM Image Loaded, Start
line	107409	547	1786905568390	5048651	crlf	D -       753 - Auth Metadata
line	107410	547	1786905568390	5048682	crlf	D -      1335 - Segments hash check
line	107411	547	1786905568390	5048719	crlf	D -     13937 - RPM Image Loaded, Delta - (220608 Bytes)
line	107412	547	1786905568428	5048779	crlf	B -    633790 - QSEE Dev Config Image Loaded, Start
line	107413	547	1786905568428	5048832	crlf	D -       868 - Auth Metadata
line	107414	547	1786905568428	5048863	crlf	D -       492 - Segments hash check
line	107415	547	1786905568428	5048900	crlf	D -     13102 - QSEE Dev Config Image Loaded, Delta - (45320 Bytes)
line	107416	547	1786905568428	5048969	crlf	B -    655667 - QSEE Image Loaded, Start
line	107417	547	1786905568428	5049011	crlf	D -     17655 - Auth Metadata
line	107418	547	1786905568467	5049044	crlf	D -     16455 - Segments hash check
line	107419	547	1786905568505	5049083	crlf	D -     88619 - QSEE Image Loaded, Delta - (3437540 Bytes)
line	107420	547	1786905568505	5049143	crlf	D -        47 - sbl1_hw_play_vibr
line	107421	547	1786905568505	5049178	crlf	B -    755188 - SEC Image Loaded, Start
line	107422	547	1786905568505	5049219	crlf	D -       590 - SEC Image Loaded, Delta - (0 Bytes)
line	107423	547	1786905568505	5049272	crlf	B -    759352 - QHEE Image Loaded, Start
line	107424	547	1786905568505	5049314	crlf	D -       828 - Auth Metadata
line	107425	547	1786905568547	5049347	crlf	D -      5932 - Segments hash check
line	107426	547	1786905568584	5049386	crlf	D -     22924 - QHEE Image Loaded, Delta - (1495512 Bytes)
line	107427	547	1786905568584	5049446	crlf	B -    787956 - STI Image Loaded, Start
line	107428	547	1786905568584	5049487	crlf	D -      2761 - STI Image Loaded, Delta - (0 Bytes)
line	107429	547	1786905568584	5049540	crlf	B -    796692 - APPSBL_DTB Image Loaded, Start
line	107430	547	1786905568584	5049588	crlf	D -       654 - Auth Metadata
line	107431	547	1786905568584	5049619	crlf	D -       450 - Segments hash check
line	107432	547	1786905568584	5049656	crlf	D -     10097 - APPSBL_DTB Image Loaded, Delta - (81252 Bytes)
line	107433	547	1786905568584	5049720	crlf	B -    812420 - APPSBL Image Loaded, Start
line	107434	547	1786905568584	5049764	crlf	D -       720 - Auth Metadata
line	107435	547	1786905568624	5049797	crlf	D -     15648 - Segments hash check
line	107436	547	1786905568624	5049834	crlf	D -     40614 - APPSBL Image Loaded, Delta - (4133024 Bytes)
line	107437	547	1786905568624	5049896	crlf	D -         4 - sbl1_appsbl_arch_determination
line	107438	547	1786905568624	5049944	crlf	B -    862247 - SBL1, End
line	107439	547	1786905568624	5049971	crlf	D -    730716 - SBL1, Delta
line	107440	547	1786905568624	5050000	crlf	S - Flash Throughput, 80000 KB/s  (9454564 Bytes,  117777 us)
line	107441	547	1786905568624	5050063	crlf	S - DDR Frequency, 1804 MHz
line	107442	547	1786905568662	5050094	crlf	0       0.942850 FF-A: SPMC not present
line	107443	547	1786905568704	5050137	crlf	0       0.942995 Hypervisor cold boot, version: gunyah-mobile-e173f3364 prod (2026-03-13 03:42:43 UTC)
line	107444	547	1786905568704	5050241	crlf	0       0.957718 hyp_devcfg_smmu_s2_fault_handling_config:2454: No property found
line	107445	547	1786905568704	5050324	crlf	0       0.982370 Failed to register KP
line	107446	547	1786905568704	5050364	crlf	
line	107447	547	1786905568704	5050366	crlf	0       0.990630 No LCP regions for Hypervisor
line	107448	547	1786905568747	5050416	crlf	[RM]Resource Manager version: 5c64a775 (Mon Feb 23 04:23:30 2026 UTC)
line	107449	547	1786905568747	5050487	crlf	[RM]Init completed, disabling UART
line	107450	547	1786905568747	5050523	crlf	0       1.024713 Hypervisor UART is disabled!
line	107451	547	1786905568747	5050570	crlf	
line	107452	547	1786905568747	5050572	crlf	
line	107453	547	1786905568747	5050574	crlf	
line	107454	547	1786905568747	5050576	crlf	UEFI Start     [ 1029]
line	107455	547	1786905568747	5050600	crlf	 - 0x05F801000 [ 1034] Sec.efi
line	107456	547	1786905568747	5050632	crlf	ASLR        : ON
line	107457	547	1786905568785	5050652	crlf	DEP         : ON (RTB)
line	107458	547	1786905568785	5050676	crlf	Timer Delta : +5 mS
line	107459	547	1786905568823	5050699	crlf	RAM Entry 0 : Base 0x0040000000  Size 0x0021800000
