#boots	id	seq	opened_by	opened_at	opened_offset	bytes	closed_at
boot	473	473	power	1786889601328	4375012	23399	1786890396811
boot	474	474	session	1786890396811	4398602	0	1786891749016
boot	475	475	session	1786891749016	4398602	0	1786894145907
boot	476	476	session	1786894145907	4398602	0	1786894207026
boot	477	477	session	1786894207026	4398602	0	1786895260543
#lines	id	boot_id	ts_wall	stream_offset	terminator	text
line	91596	473	1786889587394	4385140	crlf	 - 0x059A63000 [ 1380] UsbFastbootTransportDxe.efi
line	91597	473	1786889587428	4385194	crlf	 - 0x059929000 [ 1381] FastbootPlatformDxe.efi
line	91598	473	1786889587428	4385242	crlf	 - 0x0599BB000 [ 1381] SimpleTextInOutSerial.efi
line	91599	473	1786889587428	4385292	crlf	 - 0x0599B1000 [ 1382] ButtonsDxe.efi
line	91600	473	1786889587428	4385331	crlf	ButtonsDxe: Keypress PM SDAM read failed 
line	91601	473	1786889587428	4385374	crlf	 - 0x0599A9000 [ 1383] TsensDxe.efi
line	91602	473	1786889587428	4385411	crlf	 - 0x059960000 [ 1384] LimitsDxe.efi
line	91603	473	1786889587428	4385449	crlf	 - 0x059915000 [ 1384] GpiDxe.efi
line	91604	473	1786889587428	4385484	crlf	 - 0x0597FF000 [ 1463] UCDxe.efi
line	91605	473	1786889587428	4385518	crlf	 - 0x059948000 [ 1465] RngDxe.efi
line	91606	473	1786889587428	4385553	crlf	 - 0x059A96000 [ 1466] ConPlatformDxe.efi
line	91607	473	1786889587428	4385596	crlf	 - 0x059829000 [ 1466] ConSplitterDxe.efi
line	91608	473	1786889587428	4385639	crlf	 - 0x0597F3000 [ 1467] GraphicsConsoleDxe.efi
line	91609	473	1786889587462	4385688	crlf	 - 0x0597E9000 [ 1468] SecRSADxe.efi
line	91610	473	1786889587462	4385726	crlf	 - 0x0597C4000 [ 1468] HypDtFixupDxe.efi
line	91611	473	1786889587462	4385768	crlf	HypDtFixupEntryPoint : Reading of OsConfigTableSelection failed,checking DT setting 
line	91612	473	1786889587462	4385854	crlf	 - 0x05978D000 [ 1473] DtPlatformDxe.efi
line	91613	473	1786889587462	4385896	crlf	 - 0x059837000 [ 1473] RuntimeInitDxe.efi
line	91614	473	1786889587462	4385939	crlf	 - 0x0597D6000 [ 1474] EsrtDxe.efi
line	91615	473	1786889587462	4385975	crlf	 - 0x059736000 [ 1475] FmpDxe.efi
line	91616	473	1786889587462	4386010	crlf	InitStorageDiskInfo: storageInfo[0].guid: 12C55B20-25D3-41C9-8E06-282D94C676AD
line	91617	473	1786889587462	4386090	crlf	InitStorageDiskInfo: storageInfo[1].guid: B9251EA5-3462-4807-86C6-8948B1B36163
line	91618	473	1786889587496	4386172	crlf	InitStorageDiskInfo: storageInfo[2].guid: B615F1F5-5088-43CD-809C-A16E52487D00
line	91619	473	1786889587496	4386252	crlf	
line	91620	473	1786889587528	4386256	crlf	    Current SysFwVersion Entry info:
line	91621	473	1786889587528	4386294	crlf	    ====================================
line	91622	473	1786889587528	4386336	crlf	    Signature                 : 5245565746535953
line	91623	473	1786889587528	4386386	crlf	    Revision                  : 0x10000
line	91624	473	1786889587528	4386427	crlf	    VersionDataCrc32          : 0xD6AE50A5
line	91625	473	1786889587528	4386471	crlf	    FwVersion                 : 0x10000
line	91626	473	1786889587528	4386512	crlf	    LowestSupportedFwVersion  : 0x0
line	91627	473	1786889587528	4386549	crlf	    ====================================
line	91628	473	1786889587528	4386591	crlf	Platform: QRB_AGATTI IOT
line	91629	473	1786889587528	4386617	crlf	Selected FW GUID =: A2C156D8-ABBF-49B4-9F3D-8C134DDE977B 
line	91630	473	1786889587528	4386676	crlf	  Platform = 20 
line	91631	473	1786889587561	4386696	crlf	FmpDxe(Qualcomm System Firmware Update Driver): Failed to get the controller state.  Status = Not Found
line	91632	473	1786889587561	4386801	crlf	 - 0x0597BB000 [ 1498] SoftSKUDxe.efi
line	91633	473	1786889587561	4386840	crlf	SoftSKUDxeInitialize: SoftSKU not supported for this chip
line	91634	473	1786889587561	4386899	crlf	Error: Image at 000597BB000 start failed: Unsupported
line	91635	473	1786889587561	4386954	crlf	 - 0x0597BB000 [ 1502] MinidumpTADxe.efi
line	91636	473	1786889587561	4386996	crlf	smem_get_addr: SMEM get addr failed! smem_type=628MinidumpTADxe: Minidump TA loading not enabled.
line	91637	473	1786889587561	4387095	crlf	Error: Image at 000597BB000 start failed: Load Error
line	91638	473	1786889587561	4387149	crlf	 - 0x059716000 [ 1505] QcomChargerDxeLA.efi
line	91639	473	1786889587594	4387196	crlf	Error: Image at 00059716000 start failed: Access Denied
line	91640	473	1786889587594	4387253	crlf	 - 0x0597BC000 [ 1516] UsbInitDxe.efi
line	91641	473	1786889587594	4387292	crlf	 - 0x059517000 [ 1518] CryptoDxe.efi
line	91642	473	1786889587594	4387330	crlf	 - 0x0597B3000 [ 1519] ParserDxe.efi
line	91643	473	1786889587594	4387368	crlf	 - 0x059822000 [ 1520] SerialPortDxe.efi
